cashTotalSum;dateTime;ecashTotalSum;fiscalDocumentNumber;fiscalDriveNumber;fiscalSign;items_name;items_nds18;items_price;items_quantity;items_sum;kktRegId;nds18;operationType;operator;receiptCode;requestNumber;shiftNumber;taxationType;totalSum;userInn;createdAt;timeLastAccess
0;2019-10-17T18:52:00;34490;48799;9282000100314395;1799748444;Чипсы Карт Московский  асс. 60г;;2750;2;5500;0002102633054793    ;5292;1;Потанина Анна Романовна                                         ;3;211;135;1;34490;5047085094;;
0;2019-10-17T18:52:00;34490;48799;9282000100314395;1799748444;Драже M&M's с арахисом 45г;;2750;2;5500;0002102633054793    ;5292;1;Потанина Анна Романовна                                         ;3;211;135;1;34490;5047085094;;
0;2019-10-17T18:52:00;34490;48799;9282000100314395;1799748444;Бат.FRUIT BAND ананас/апельсин/лен 40г;;1660;1;1660;0002102633054793    ;5292;1;Потанина Анна Романовна                                         ;3;211;135;1;34490;5047085094;;
0;2019-10-17T18:52:00;34490;48799;9282000100314395;1799748444;Вафли Зебра с моло/шокол.лазур 40гр.;;1660;1;1660;0002102633054793    ;5292;1;Потанина Анна Романовна                                         ;3;211;135;1;34490;5047085094;;
0;2019-10-17T18:52:00;34490;48799;9282000100314395;1799748444;КАРТА FIX-PRICE;;5500;1;5500;0002102633054793    ;5292;1;Потанина Анна Романовна                                         ;3;211;135;1;34490;5047085094;;
0;2019-10-18T22:10:00;42024;117829;9289000100318183;387753281;3300573 Пакет ПЯТЕРОЧКА 65х40см;;500;1;500;0000371370021667;4083;1;Яцык Анжела Алекcеевна, Продавец-каccир;3;380;272;1;42024;7825706086;;
0;2019-10-18T22:10:00;42024;117829;9289000100318183;387753281;7315 M.P.Каша пшенная    400г;;8630;1;8630;0000371370021667;4083;1;Яцык Анжела Алекcеевна, Продавец-каccир;3;380;272;1;42024;7825706086;;
0;2019-10-18T22:10:00;42024;117829;9289000100318183;387753281;*3978460 ORION Изд.конд.CH.P.R.гл.360г;;11999;1;11999;0000371370021667;4083;1;Яцык Анжела Алекcеевна, Продавец-каccир;3;380;272;1;42024;7825706086;;
0;2019-10-18T22:10:00;42024;117829;9289000100318183;387753281;*3978460 ORION Изд.конд.CH.P.R.гл.360г;;11999;1;11999;0000371370021667;4083;1;Яцык Анжела Алекcеевна, Продавец-каccир;3;380;272;1;42024;7825706086;;
0;2019-10-18T22:10:00;42024;117829;9289000100318183;387753281;*3686199 J7 Пр.КОК.пит.ябл.ов.хл.300мл;;3999;1;3999;0000371370021667;4083;1;Яцык Анжела Алекcеевна, Продавец-каccир;3;380;272;1;42024;7825706086;;
0;2019-10-18T22:10:00;42024;117829;9289000100318183;387753281;67513 Томаты сливовидные красные 1кг;;11800;0.415;4897;0000371370021667;4083;1;Яцык Анжела Алекcеевна, Продавец-каccир;3;380;272;1;42024;7825706086;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;КАРТОФЕЛЬ фасованный 1кг;;1420;2.5;3550;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;Пакет-майка Магнит;;367;1;367;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;БЛАГОЯР Печень ЦБ и Кур 900г лоток(Благодарненский):5;;9742;1;9742;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;ПРИАЗОВСКАЯ Мясн/пр Бедро ЦБ б/к охл(в)лоток:5;;16042;0.937;15031;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;ТД СМЕТАНИН Айран нап кисломол 0,5% 1л пл/бут(РЗПС):6;;3030;1;3030;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;МАХЕЕВЪ Майонез Провансаль лим сок 67% 380г д/п(Эссен):20;;5242;1;5242;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;AHMAD TEA Earl Grey Чай черный 25пак 50г :12;;6990;1;6990;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;АИСТ Хоз мыло с глицерином 150г(Аист):60;;1117;1;1117;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;NS Универсальн Мыло хозяйствен72% 180г(Невская Косметика):;;2542;1;2542;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;ЛАМБЕР Сыр 50%(в)(ВБД):3;;59900;0.217;12998;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;РАДОСТЬ ВКУСА Сыр Львиное сердце 45%(в)(Елан Семик):7,4/14;;49900;0.36;17964;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;Яйцо куриное С1 15шт бокс:20;;7490;1;7490;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;COLGATE Total з/лента 25м(Колгейт):10;;12742;1;12742;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;SNICKERS Супер Шок батончик 95г(Марс):32/128;;3967;4;15868;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;SNICKERS Crisper Шоколадный батончик 60г(Марс):168;;2542;2;5084;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;KINDER СЮРПРИЗ Шок.яйцо(Ферреро) :36;;5242;1;5242;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-20T20:00:00;130241;43523;9285000100141075;954515014;KINDER Яйцо шок. для Девочек 20г(Ферреро):36;;5242;1;5242;0000192575042942;10074;1;Продавец-кассир Трубникова;3;336;158;1;130241;2310031475;;
0;2019-10-24T19:54:00;21998;17784;9289000100272022;3187529279;*3220803 ОР.Изд.ЧОКО П. к.муч.гл.о/д360г;;10999;1;10999;0002952121055892    ;;1;Решетило Азиза Яралиевна, Продавец-каccир;3;50;152;0;21998;7825706086;;
0;2019-10-24T19:54:00;21998;17784;9289000100272022;3187529279;*3220803 ОР.Изд.ЧОКО П. к.муч.гл.о/д360г;;10999;1;10999;0002952121055892    ;;1;Решетило Азиза Яралиевна, Продавец-каccир;3;50;152;0;21998;7825706086;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Пакет-майка Магнит;;367;2;734;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;СВЯТОЙ ИСТОЧНИК Питьев вода негаз 1,5л пл/бут(ИДС BORJOMI);;2542;6;15252;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Козинак подсолнечный 50г(Азовская КФ):28/56;;772;5;3860;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;BITE Батончик фрукт-орех Интеллект 45г(БиоФудЛаб):20/80;;4990;2;9980;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;SNICKERS Супер Шок батончик 95г(Марс):32/128;;3967;4;15868;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;SNICKERS Crisper Шоколадный батончик 60г(Марс):168;;2542;4;10168;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;SNICKERS лесной орех 81г(Марс):32/160;;3967;1;3967;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;M&Ms Драже с арахисом 45г(Марс):32/160;;2692;4;10768;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;MIDORI Морская капуста в кун мас кимчи 5г пол/у (Жинхен):6;;3367;2;6734;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;VICI Порции филе хека в панировке 300г (Вичюнай-Русь):10;;13900;1;13900;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;С ПЫЛУ С ЖАРУ Блинчики с курицей 0,36кг лоток(ЛИНА):10;;5985;1;5985;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;С ПЫЛУ С ЖАРУ Блинчики с творогом 0,36кг (Лина):10;;6142;1;6142;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Семейные секреты Блинчики с мясом 420г пл/уп(ТДХ):10;;4717;1;4717;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;NESCAFE Classic Кофе раств 190г д/п(Нестле):12;;16900;1;16900;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;VERONESE Кофе арабика раствор ж/б 100г(Союз лур):24;;13492;1;13492;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Сыр Дезир 45% (в)(Тбилисский МСЗ):4,2/8,4;;41175;0.267;10994;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Рулет Нежный куриный в/к (в)в/у(Донские Традиц):12;;28425;0.542;15406;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;ТОМАТЫ 1кг;;7690;0.578;4445;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Профитроли с пломбирным кремом 0,18кг кор(Хлебпром);;9490;1;9490;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-26T18:23:00;180977;14002;9285000100137378;3739026644;Хлеб "Чиабатта" 0,3кг (СП ГМ);;2175;1;2175;0000364833003074;19536;1;Продавец-кассир Самсонова;3;175;176;1;180977;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;Пакет-майка Магнит;;490;1;490;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;Яйцо столовое С1 10шт бокс :20;;5290;1;5290;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;Хлеб Богородский нарез ржан-пшен 330г п/уп(Гуков;;1210;1;1210;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;КОРОВКА ИЗ КОРЕНОВКИ Масло крест. 72,5% ф.180г (;;9990;1;9990;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;SNICKERS Супер Шок батончик 95г(Марс):32/128;;5390;1;5390;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;УВЕЛКА Каша овсяная перс/яблоко 40г сашет(Ресурс;;1090;1;1090;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;БЫСТРИНКА Каша овс черник/вишня со слив 41г(Холд;;1040;1;1040;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;БЫСТРИНКА Каша овс клубн/абрик со слив 41г(Холди;;1040;1;1040;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
0;2019-10-30T16:36:00;28530;137241;9285000100149559;1786750227;ДОМИК В ДЕРЕВНЕ Сливки стер 10% 0,2л т/рекс (ВБД;;2990;1;2990;0000124934061101;1327;1;Продавец Распопова;3;342;214;1;28530;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;Пакет-майка Магнит;;490;3;1470;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;COLGATE Опол д/пол рта Алтайские травы 500мл (Колгейт):12;;11900;1;11900;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;COCA-COLA Напиток газированный 2л пл/бут(Кока-Кола):6;;7990;1;7990;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;COLGATE з/п Алтайские травы 100мл (Колгейт):12/48;;6490;1;6490;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;RICH Нектар манго-апельсин 1л т/пак(Мултон):12;;8990;1;8990;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;Коньяк Российский СТАРЕЙШИНА 3 года 40% 0,5л (СВКЗ):6;;44900;1;44900;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;Стеклоочиститель FinJoy Fruity -20С 4л (Химик):4;;19900;1;19900;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
109500;2019-11-01T20:46:00;0;49977;9285000100141674;3515589032;Яйцо куриное С1 15шт бокс:20;;7950;1;7950;0000193773028662;15442;1;Продавец-кассир Кривоконева;3;179;161;1;109500;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;ТД СМЕТАНИН Тан нап к/м 0,5% 1л пл/бут (РЗПС):6;;3022;1;3022;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;SOFT Туалетная Бумага белая 2сл 8рул п/e(Россия):7;;6967;1;6967;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;ЛАМБЕР Сыр 50%(в)(ВБД):3;;59900;0.256;15334;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;AQUANIKA Вода минеральн природ газ 0,25л пл/бут(Акваника):;;990;2;1980;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;БРЕСТ-ЛИТОВСК Сыр Маасдам 45%(в) т/уп(Савушкин):3,5/14;;46130;0.261;12040;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;SNICKERS Супер Шок батончик 95г(Марс):32/128;;3967;8;31736;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;Аскорбинка в ассортименте №10 по 3г (М)(Фарм-Тигода):200;;615;16;9840;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;АА Экстра Гречневая крупа Элитная 900г (Агро-Альянс) :8;;5992;1;5992;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;Батончик-козинак из арахиса 60г флоупак(Азовская КФ):21/84;;1372;2;2744;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;SNICKERS лесной орех 81г(Марс):32/160;;3967;2;7934;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;Рукав д/запекания 5м х 30см. с зав. (МАЛИБРИ):32;;3367;1;3367;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;SEN SOY Морские вод. Чипсы Оригинал 4,5г фл/п(Godbawee):36;;3742;2;7484;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;УВЕЛКА Гречка ядрица Экстра 800г(Ресурс):6;;5767;1;5767;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;Филе ЦБ Благояр охл лот за 1кг (Ставроп бройлер):5;;20990;0.921;19332;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;ЗУЛА Леденцы без сахара Мультивитамин 0,06кг (Ван Мелле):2;;5242;1;5242;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;SULA Леденцы без сахара Лесные ягоды 0,06кг (Ван Мелле):20;;5242;1;5242;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;MR.RICCO Кетчуп д/гриля и шашл Pomod 350г дп(НЭФИС):16;;3490;1;3490;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;MAGGI Горячая кружка Суп горох с сух 19г (Нестле Россия) :;;1567;2;3134;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;LAYS Чипсы Вкус зеленого лука 225г (ФритоЛэй):7;;8992;1;8992;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;Соль экстра пищевая 1кг;;1042;1;1042;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;ALPEN GOLD шоколад бел/минд кок/стр90г(Крафт Фудс Рус):20;;3990;1;3990;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;ALPEN GOLD шокол молоч с сол арах крек 90г(Монделис ):20;;3990;1;3990;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-01T20:49:00;170295;49978;9285000100141674;949097893;Козинак подсолнечный 50г(Азовская КФ):28/56;;817;2;1634;0000193773028662;16212;1;Продавец-кассир Кривоконева;3;180;161;1;170295;2310031475;;
0;2019-11-03T12:14:00;10370;38968;9285000100137480;2179602661;ТД СМЕТАНИН Тан нап к/м 0,5% 1л пл/бут (РЗПС):6;;4030;1;4030;0000376146053868;;1;Руководитель сектора Унджугулян;3;14;204;1;10370;2310031475;;
0;2019-11-03T12:14:00;10370;38968;9285000100137480;2179602661;Булочка бутербродная с котлетой из мяса кур(СП ГМ);;6340;1;6340;0000376146053868;;1;Руководитель сектора Унджугулян;3;14;204;1;10370;2310031475;;
57182;2019-11-05T18:43:00;0;67795;9287440300008659;900113124;Сыр "Грюйер" 49% жир.Швейцария, Margot Fromages  БЕЗ ЗАМЕНИТЕЛЯ МОЛОЧНОГО ЖИРА;;199900;0.184;36782;0002286648025630    ;;1;Нагаева Нина Александровна;3;63;673;8;57182;231131765578;;
57182;2019-11-05T18:43:00;0;67795;9287440300008659;900113124;Язык "Домашний" 300 г.;;20200;1;20200;0002286648025630    ;;1;Нагаева Нина Александровна;3;63;673;8;57182;231131765578;;
57182;2019-11-05T18:43:00;0;67795;9287440300008659;900113124;Пакет майка;;200;1;200;0002286648025630    ;;1;Нагаева Нина Александровна;3;63;673;8;57182;231131765578;;
40435;2019-11-05T18:48:00;0;67797;9287440300008659;3195120006;Сыр Овечий KASHKAVAL "ZOE". Около 6,5 Kg. Македония  БЕЗ ЗАМЕНИТЕЛЯ МОЛОЧНОГО ЖИРА;;280800;0.144;40435;0002286648025630    ;;1;Нагаева Нина Александровна;3;65;673;8;40435;231131765578;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Пакет ЛЕНТА майка 9кг;;378;1;378;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Одеяло 1,5сп HC Эвкалипт 140x205см;;89391;2;178782;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Полотенце махр HC Подв.мир 70x120см;;44999;1;44999;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Шоколад LINDT Экс 85% какао гор 100г;;11989;1;11989;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Хлеб Чиабатта овощная со злаками вес;;16399;0.3;4920;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Хлопья365 ДНЕЙ гречневые 400 г;;3299;2;6598;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Крупа АГРО-АЛЬЯНС Кускус 450г;;11489;1;11489;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Лапша б/п ДОШИРАК Cheese рамен пакет 110;;5849;1;5849;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Лапша КВИСТИ Морепродукты 70г;;1089;1;1089;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Контейнер HOME CLUB 1л MB-04-M;;9637;1;9637;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Фильтр д/кофеварки MELITTA 1x4 40шт;;8849;1;8849;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Чипсы СЭН СОЙ Прем Wasabi морск кап 4,5г;;4389;1;4389;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Хлеб Рижский половинка 240г;;3199;1;3199;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Каша б/п ЯСНО СОЛН гречн с грибами 45г;;2399;1;2399;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Каша б/п БЫСТРОВ овс слив черника 40г;;2679;1;2679;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Каша б/п 365 ДНЕЙ овсяная в ассорт 35г;;449;4;1796;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-07T23:00:00;301000;41437;9251440300018076;673858380;Каша б/п ЯСНО СОЛН овс мол клубн 45г;;1959;1;1959;0000138808045709    ;43945;1;Кравченко Владислав Николаевич;3;305;124;1;301000;7814148471;;
0;2019-11-09T17:44:00;114130;69276;9285000100140846;835817306;КАПУСТА белокочанная 1кг;;1380;2.272;3135;0000165929054101;3992;1;Продавец-кассир Кутернега;3;214;185;1;114130;2310031475;;
0;2019-11-09T17:44:00;114130;69276;9285000100140846;835817306;МОРКОВЬ 1кг;;1370;0.742;1017;0000165929054101;3992;1;Продавец-кассир Кутернега;3;214;185;1;114130;2310031475;;
0;2019-11-09T17:44:00;114130;69276;9285000100140846;835817306;Соль поваренная пищевая йодированная 1кг;;720;1;720;0000165929054101;3992;1;Продавец-кассир Кутернега;3;214;185;1;114130;2310031475;;
0;2019-11-09T17:44:00;114130;69276;9285000100140846;835817306;ТД СМЕТАНИН Тан нап к/м 0,5% 1л пл/бут (РЗПС):6;;3022;1;3022;0000165929054101;3992;1;Продавец-кассир Кутернега;3;214;185;1;114130;2310031475;;
0;2019-11-09T17:44:00;114130;69276;9285000100140846;835817306;PICCOLO/МОЯ ЦЕНА Маслины б/к 300мл ж/б (Импорт) :6;;5110;1;5110;0000165929054101;3992;1;Продавец-кассир Кутернега;3;214;185;1;114130;2310031475;;
